pot,region,pop,trt,geno,lab,alt_lab1,alt_lab2,vwc_adj,group,biomass_belowground,biomass_rhizome,biomass_aboveground,flwr_mass_final,flwr_mass_1.2,flwr_mass_4,flwr_mass_lifetime,did_flwr,flwr_color,flwr_count_1.2,flwr_len_1.2,flwr_avg_ind_len,flwr_avg_ind_mass,max_height,ht.91-130,ht.80-90,ht.70-79,ht.49-69,ht.38-48,ht.30-37,ht.20-29,ht.10-19,ht.1-9,avg_predawn_mpa_expt,avg_midday_mpa_expt,avg_predawn_mpa_drydown,avg_midday_mpa_drydown
306,Boulder,RC,D,17,RC17,RC17D,DRC17,NA,17,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,3,3,3,2.8,2.6,NA,NA,NA,NA
307,Boulder,RM,ND,1,RM01,RM1ND,NDRM1,27.8125,20,0.77,1.44,2.13,0.0743,0.1063,0.1822,0.3628,1,green,8,20.1,2.5125,14.65,51.2,44.16,34.75,31.8,32.385,30.3667,33.15,27.3,14.3667,4.3,NA,NA,-0.2,-1.65
308,Boulder,RM,ND,2,RM02,RM2ND,NDRM2,28.15,20,1.53,2.13,6.13,0,0.2235,0.1742,0.3977,1,green,14,56.6,4.04286,15.625,76.3,75.3,75,73.9,74.93,65.0667,45.55,31.0667,15.2667,6.05,NA,NA,NA,NA
309,Boulder,RM,ND,3,RM03,RM3ND,NDRM3,NA,20,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,5.9333,4.2,4.2,4.3333,4.15,NA,NA,NA,NA
310,Boulder,RM,ND,4,RM04,RM4ND,NDRM4,29.19,20,0.48,1.05,1.8,0,0,0.0497,0.0497,1,NA,0,0,NA,NA,75.5,54.02,42.65,42,33.02,7.2,4,3.8333,3.5,3.3,NA,NA,-0.25,-2.15
311,Boulder,RM,ND,5,RM05,RM5ND,NDRM5,NA,20,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3.5333,3.9,3.7667,3.3667,3.1,NA,NA,NA,NA
312,Boulder,RM,ND,6,RM06,RM6ND,NDRM6,NA,20,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,4.7667,4.5,4.3667,4.1,4.15,NA,NA,NA,NA
313,Boulder,RM,ND,7,RM07,RM7ND,NDRM7,28.43,20,0.22,0.42,0.96,0.0182,0,0.0182,0.0364,1,NA,0,0,NA,NA,50.6,43.66,31.3,26.8,26.67,9.7,3.65,2.5,2.1667,2,-0.4,-1.3,NA,NA
314,Boulder,RM,ND,8,RM08,RM8ND,NDRM8,29.91,20,1.46,1.35,3.55,0,0.0994,0.0981,0.1975,1,green,14,37.7,2.69286,7.825,66.3,66.3,66.05,66.3,66.04,44.2,42.2,25.0667,10.6,4.3,-2.3,-2.9,NA,NA
315,Boulder,RM,ND,9,RM09,RM9ND,NDRM9,27.87,20,2.08,1.89,5.73,0.0694,0.1905,0.1034,0.3633,1,green,8,37.3,4.6625,19.82,57.15,56.2,57.1,55,57.15,51.0667,32.45,19.9667,10.3,2.3,-6,-3.2,NA,NA
316,Boulder,RM,ND,10,RM10,RM10ND,NDRM10,NA,20,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,5.5,5.5,5.5,5.1667,4.55,NA,NA,NA,NA
317,Boulder,RM,ND,11,RM11,RM11ND,NDRM11,29.5875,20,0.05,0.28,0.42,0.0549,0,0.0549,0.1098,1,NA,0,0,NA,NA,49,45,28.3,15.5,6.35,4.4,4.2,3.7667,3.5,3.5,NA,NA,NA,NA
318,Boulder,RM,ND,12,RM12,RM12ND,NDRM12,29.75,20,1,2.06,3.95,0.0415,0.1218,0.1102,0.2735,1,green,6,25.3,4.21667,16.675,73.5,73.28,73.3,62.8,73.025,71.3,52.2,39.3667,23.0333,9.55,NA,NA,NA,NA
319,Boulder,RM,ND,13,RM13,RM13ND,NDRM13,NA,20,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,4.2,4.15,4.1,4.1,3,NA,NA,NA,NA
320,Boulder,RM,ND,14,RM14,RM14ND,NDRM14,27.54166667,20,3,2.65,6.24,0,0.2123,0.13,0.3423,1,green,18,51.3,2.85,11.03,68.7,67.32,68.2,68,67.945,64.4333,41.75,30.9,17.3667,6.8,-6.25,-6.25,NA,NA
321,Boulder,RM,ND,15,RM15,RM15ND,NDRM15,29.2375,20,1.34,1.89,5.11,0,0.2047,0.0716,0.2763,1,green,11,41.7,3.79091,16.03846,84.5,80.42,74.3,69.1,78.105,71.9667,53.45,38,21.4333,6.85,-3.25,-2.75,NA,NA
322,Boulder,RM,ND,16,RM16,RM16ND,NDRM16,29.26666667,20,2.4,2.53,6.1,0,0.2435,0.1724,0.4159,1,green,22,81.7,3.71364,12.11667,79.5,78.88,78.9,78.4,77.47,75.4333,56.15,38.1667,19.7667,6.15,-3.5,-2.35,NA,NA
323,Boulder,RM,ND,17,RM17,RM17ND,NDRM17,26.9,20,1.97,2.35,5.59,0,0.2087,0.0338,0.2425,1,green,15,52.1,3.47333,13.74118,63.6,63.04,62.55,61.9,63.5,57.2667,43.6,32.3,14.5667,5.8,-7,-7,NA,NA
324,Boulder,RM,D,1,RM01,RM1D,DRM1,7.46875,19,tr,tr,tr,tr,0.1881,0,0.1881,1,green,14,43,3.07143,12.4125,47.625,47.08,46.9,46.4,47.625,46.5,35.5,25.5333,15.3667,6.45,NA,NA,-0.5,-3.2
325,Boulder,RM,D,2,RM02,RM2D,DRM2,8.2,19,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,3.1,NA,NA,NA,NA,2.9,2.9,2.9,2.9,2.9,NA,NA,NA,NA
326,Boulder,RM,D,3,RM03,RM3D,DRM3,NA,19,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,2.9667,2.8333,2.55,NA,NA,NA,NA
327,Boulder,RM,D,4,RM04,RM4D,DRM4,8.428571429,19,tr,tr,tr,tr,0.1102,0,0.1102,1,green,12,41.1,3.425,11.30714,66.9,61.98,66.85,66.6,66.04,64.1,48.35,39.2,19.3333,6.15,NA,NA,-0.7,-3.25
328,Boulder,RM,D,5,RM05,RM5D,DRM5,NA,19,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,3.8,3.8,3.6667,3.4,3.25,NA,NA,NA,NA
329,Boulder,RM,D,6,RM06,RM6D,DRM6,12.17857143,19,0.74,1.04,2.44,0.0119,0.0301,0.124,0.166,1,green,2,6.4,3.2,10.23333,49.9,49.08,49.2,48.4,48.895,45.3667,30.55,21.1,9.1667,3.2,NA,NA,NA,NA
330,Boulder,RM,D,7,RM07,RM7D,DRM7,7.8625,19,0.9,1.89,3.38,0,0.151,0,0.151,1,green,13,39.3,3.02308,11.9,64.7,63.5,64.3,62.5,64.135,54.7333,34.45,24.0333,11.7,4.8,-2.25,-2.25,NA,NA
331,Boulder,RM,D,8,RM08,RM8D,DRM8,8.53125,19,1.26,1.5,2.84,0,0.1881,0.0383,0.2264,1,green,15,45.8,3.05333,11.56471,53.4,50.52,53.15,53,52.07,48.1,32,26.1667,12.8,3.85,-3.8,-2.7,NA,NA
332,Boulder,RM,D,9,RM09,RM9D,DRM9,7.19375,19,1.24,1.61,2.24,0,0.2179,0,0.2179,1,green,12,52,4.33333,16.39286,47.8,47.02,47.1,47,45.72,43.5667,30.55,24.8,13.6,5.75,-2,-2.1,NA,NA
333,Boulder,RM,D,10,RM10,RM10D,DRM10,9.808333333,19,tr,tr,tr,tr,0.0835,0.047,0.1305,1,green,6,20.7,3.45,13.775,60.5,52.9,52.7,55.5,59.69,59.3,45.5,35.8,18.1,6.85,NA,NA,NA,NA
334,Boulder,RM,D,11,RM11,RM11D,DRM11,NA,19,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,5,4.9333,4.4333,4.1,NA,NA,NA,NA
335,Boulder,RM,D,12,RM12,RM12D,DRM12,NA,19,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,7.2,6.5,6.5,6.4667,5.85,NA,NA,NA,NA
336,Boulder,RM,D,13,RM13,RM13D,DRM13,9.594444444,19,1.26,tr,tr,tr,0.0536,0,0.0536,1,green,2,8.5,4.25,13.4,49.6,48.64,48.35,47.9,48.895,37.7667,31.85,26.3667,14.9667,6.25,NA,NA,NA,NA
337,Boulder,RM,D,14,RM14,RM14D,DRM14,7.588888889,19,1.43,2.01,2.82,0,0.1782,0,0.1782,1,green,13,32,2.46154,13.75333,69.6,68.8,68.9,67.6,68.58,56.3667,41.45,27.2667,16.1,6.2,-5,-3.1,NA,NA
338,Boulder,RM,D,15,RM15,RM15D,DRM15,8.158333333,19,0.69,1.42,2.39,0,0.144,0.009,0.153,1,green,8,31.3,3.9125,12.74,64.5,63.96,63.8,63.8,64.135,52.0333,44.45,35.2333,21.8,10.2,-3.4,-2.15,NA,NA
339,Boulder,RM,D,16,RM16,RM16D,DRM16,7.3,19,1.49,1.64,2.63,0.0204,0.1334,0.0562,0.21,1,green,11,35.9,3.26364,12.75385,55.88,53.84,53.75,53.5,55.88,47.3667,45.05,40.1333,21.3333,8.2,-1.5,-2.7,NA,NA
340,Boulder,RM,D,17,RM17,RM17D,DRM17,7.74,19,1.1,1.57,2.39,0,0.2209,0.045,0.2659,1,green,18,55.8,3.1,13.83684,54.61,54.06,54,53,54.61,50.5333,41.5,31.2667,16.9,5.75,-2.65,-2.65,NA,NA
341,N. Colorado,SGS,ND,1,SGS01,SGS1ND,NDSGS1,27.27,24,NA,NA,NA,NA,0.0934,0.2076,0.301,1,green,11,32.1,2.91818,7.01667,57.5,54.625,54.4,56.4,55.34,NA,55.3667,32.65,21.1,6.3,NA,NA,-1.25,-1.45
342,N. Colorado,SGS,ND,2,SGS02,SGS2ND,NDSGS2,26.81,24,0.21,0.79,0.6,0.0717,0,0.0717,0.1434,1,NA,0,0,NA,NA,44.4,33.6333,27.4,22.7,11.41,NA,5.9333,5.6,5.3,5.0333,-0.73,-1.58,NA,NA
343,N. Colorado,SGS,ND,3,SGS03,SGS3ND,NDSGS3,26.82,24,NA,NA,NA,NA,0.3561,0.0337,0.3898,1,green,27,73.5,2.72222,11.43793,68,67.3,68,67.5,66.77,NA,51.9,34.85,21.9667,6.7,NA,NA,-0.75,-1.75
344,N. Colorado,SGS,ND,4,SGS04,SGS4ND,NDSGS4,27.75,24,0.16,0.61,0.83,0.1187,0,0.1187,0.2374,1,NA,0,0,NA,NA,61.9,53.1667,34.2,16.4,8.025,NA,7.1,7.25,7.4,7.2,-0.6,-1.4,NA,NA
345,N. Colorado,SGS,ND,5,SGS05,SGS5ND,NDSGS5,26.86,24,2.97,3.08,5.15,0.0907,0.118,0.0907,0.2994,1,green,15,56.1,3.74,8.025,72.1,70.46,72,71.5,70.31,NA,54.9,40.6,23.5,7.4667,-2.89,-3.39,-0.75,-1.4
346,N. Colorado,SGS,ND,6,SGS06,SGS6ND,NDSGS6,29.21,24,0.69,0.85,1.23,0.0818,0,0.0818,0.1636,1,NA,0,0,NA,NA,57,54.1167,39.5,27.4,18.205,NA,3.9,3.9,3.8667,3.2,NA,NA,NA,NA
347,N. Colorado,SGS,ND,7,SGS07,SGS7ND,NDSGS7,24.7,24,3.15,3.61,7.53,0.0615,0.3038,0.0615,0.4268,1,green,30,77.9,2.5129,10.23333,60.6,58.9833,60,58.9,59.51,NA,54.9333,34.25,24.0667,9.5333,-3.25,-5.05,-1.5,-2.4
348,N. Colorado,SGS,ND,8,SGS08,SGS8ND,NDSGS8,25.96666667,24,2.62,2.53,5.33,0.2088,0.0587,0.2088,0.4763,1,green,8,21.7,2.7125,7.1,74.2,65.1167,56.5,56.1,55.355,NA,40.9333,27.5,17.1333,6.7667,-2.6,-3.03,-1.75,-2.45
349,N. Colorado,SGS,ND,9,SGS09,SGS9ND,NDSGS9,29.2,24,1.91,1.67,3.08,0.228,0.0533,0.228,0.5093,1,green,6,14,2.33333,6.825,58.5,57.3833,53.9,36.1,35.985,NA,34.1333,17.9,5.4333,4.1,-2.9,-2.72,-0.4,-1.5
350,N. Colorado,SGS,ND,10,SGS10,SGS10ND,NDSGS10,27.1,24,2.82,3.17,5.04,0,0.1986,0,0.1986,1,green,18,57.5,3.19444,10.085,54.3,53.6167,53.8,54.3,52.8675,NA,48.7333,34.05,21.9333,7.7667,-1.02,-2.33,-0.4,-1.75
351,N. Colorado,SGS,ND,11,SGS11,SGS11ND,NDSGS11,28.68333333,24,0.41,0.44,1.32,0.2037,0,0.2037,0.4074,1,NA,0,0,NA,NA,71.9,67.2833,52.5,47.1,37.8075,NA,9.6667,7,4.0333,4.3,NA,NA,NA,NA
352,N. Colorado,SGS,ND,12,SGS12,SGS12ND,NDSGS12,26.675,24,NA,NA,NA,NA,0.392,0.0571,0.4491,1,green,31,90.7,2.92581,11.94242,74.3,73.375,73.9,73.9,73.98,NA,66.0667,42.35,27.5,8.5,NA,NA,NA,NA
353,N. Colorado,SGS,ND,13,SGS13,SGS13ND,NDSGS13,26.68333333,24,1.07,1.33,2.65,0.2123,0.0301,0.2123,0.4547,1,green,5,10.4,2.08,6.07143,53.5,47.4,44,43.4,49.8325,NA,35,20.7,11.0333,4.6333,NA,NA,NA,NA
354,N. Colorado,SGS,ND,14,SGS14,SGS14ND,NDSGS14,25.61666667,24,NA,NA,NA,NA,0.338,0.0609,0.3989,1,green,26,85.7,3.29615,13.66071,78.4,77.4,75.9,75,74.965,NA,57.1333,42.65,28.7667,10,-1.13,-2,NA,NA
355,N. Colorado,SGS,ND,15,SGS15,SGS15ND,NDSGS15,NA,24,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,6.1,6.3,6.3333,5.3,NA,NA,NA,NA
356,N. Colorado,SGS,ND,16,SGS16,SGS16ND,NDSGS16,29.61,24,0.46,0.95,1.72,0.1734,0,0.1734,0.3468,1,NA,0,0,NA,NA,64.8,61.4,52,38.8,32.17,NA,15.6667,6.05,5.3,3.6667,-0.54,-2.15,NA,NA
357,N. Colorado,SGS,ND,17,SGS17,SGS17ND,NDSGS17,27.7,24,2.89,1.76,4.68,0.21,0.0716,0.21,0.4916,1,green,6,18.9,3.15,9.05,68.4,66.65,67.8,68.4,67.2875,NA,46.2,29.05,18.3667,6.2333,NA,NA,NA,NA
358,N. Colorado,SGS,D,1,SGS01,SGS1D,DSGS1,7.975,23,NA,NA,NA,NA,0.1415,0.1887,0.3302,1,green,13,34,2.61538,10.86667,52.4,43.25,43.9,43.2,45.095,NA,51.7333,43.4,29.6333,10.9333,NA,NA,-1.3,-1.8
359,N. Colorado,SGS,D,2,SGS02,SGS2D,DSGS2,8.78125,23,1.26,1.94,4.73,0.8651,0.1984,0.8651,1.9286,1,green,14,45.2,3.22857,14.4875,57.15,52.9333,51.9,51.9,54.025,NA,47.4667,42,22.5,7.2,-6.23,-3.75,NA,NA
360,N. Colorado,SGS,D,3,SGS03,SGS3D,DSGS3,7.408333333,23,NA,NA,NA,NA,0.1598,0.09,0.2498,1,green,19,41.9,2.20526,10.6,67.4,62.25,61.6,60,59.845,NA,43.0333,27.45,11.1667,4.0667,NA,NA,-0.5,-2
361,N. Colorado,SGS,D,4,SGS04,SGS4D,DSGS4,8.15,23,1.65,1.7,4.37,0.4971,0.1528,0.4971,1.147,1,green,14,54.6,3.9,11.525,82.55,64.05,65,64.5,82.275,NA,58.7667,41.8,22,8.8,-3.7,-2.7,NA,NA
362,N. Colorado,SGS,D,5,SGS05,SGS5D,DSGS5,9.008333333,23,0.74,0.89,4.55,0.2966,0.0465,0.2966,0.6397,1,green,4,16.8,4.2,11.16,85.2,84.1667,84.9,84.4,81.57,NA,58.0667,39.95,23.0333,6.3333,-1.26,-2.36,-1.15,-2.2
363,N. Colorado,SGS,D,6,SGS06,SGS6D,DSGS6,10.18333333,23,tr,tr,tr,tr,0.0388,0,0.0388,1,green,6,14.9,2.48333,6.5875,58.4,49.85,42.6,37.3,36.7475,NA,25.2,15.25,9.9,4.4333,NA,NA,NA,NA
364,N. Colorado,SGS,D,7,SGS07,SGS7D,DSGS7,6.725,23,1.55,2.27,4.47,0,0.1466,0,0.1466,1,green,15,37.1,2.47333,9.49412,55.3,49.7667,51.1,54.4,52.2325,NA,53.3333,40.05,26.2,10.2333,-4.65,-3.55,-2.2,-2.3
365,N. Colorado,SGS,D,8,SGS08,SGS8D,DSGS8,9.18,23,1.73,2.52,4.56,0.3497,0.0553,0.3497,0.7547,1,green,5,14.6,2.92,9.07143,61.2,56.5167,60,60,57.94,NA,53.9667,30.3,19.7,6.7667,-2.85,-4.53,-1.4,-1.4
366,N. Colorado,SGS,D,9,SGS09,SGS9D,DSGS9,9.375,23,1.08,1.1,3.87,0.4154,0.0522,0.4154,0.883,1,green,4,13.2,3.3,11.92,63.5,58.3167,44.7,37.1,40.25,NA,44.5,35.45,21.5,5.3333,-5.02,-3.83,-0.35,-1.7
367,N. Colorado,SGS,D,10,SGS10,SGS10D,DSGS10,8.477777778,23,1.65,1.79,4.09,0.3241,0.0493,0.3241,0.6975,1,green,6,18.2,3.03333,6.7125,63.9,51.5667,47.6,47.6,47.88,NA,48.4667,32.3,16.8333,4.1,-3.65,-5,-0.75,-2.05
368,N. Colorado,SGS,D,11,SGS11,SGS11D,DSGS11,NA,23,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,5.1,5,4.9,4.7,NA,NA,NA,NA
369,N. Colorado,SGS,D,12,SGS12,SGS12D,DSGS12,7.991666667,23,NA,NA,NA,NA,0.1627,0.3006,0.4633,1,green,13,38.7,2.97692,12.32667,54.3,50.925,54.3,53.8,52.735,NA,50.5667,38.4,23.1667,8.1667,NA,NA,NA,NA
370,N. Colorado,SGS,D,13,SGS13,SGS13D,DSGS13,7.566666667,23,tr,tr,tr,tr,0.1913,0,0.1913,1,green,26,82.6,3.17692,10.18571,65.6,64.8667,65.2,64.6,64.3175,NA,57.5333,39.8,22.6,8.9667,-3.73,-4.4,NA,NA
371,N. Colorado,SGS,D,14,SGS14,SGS14D,DSGS14,7.533333333,23,NA,NA,NA,NA,0.2057,0.2887,0.4944,1,green,14,44.3,3.16429,14.3625,63.2,54.125,51.3,54.8,54.355,NA,61.0333,43.25,28.2667,9,-0.38,-0.83,NA,NA
372,N. Colorado,SGS,D,15,SGS15,SGS15D,DSGS15,7.6125,23,tr,tr,tr,tr,0,0,0,0,NA,0,0,NA,NA,57.2,56.9,56.9,57.2,56.8575,NA,44.7667,26.75,17.5667,6.1667,-10,-9.5,NA,NA
373,N. Colorado,SGS,D,16,SGS16,SGS16D,DSGS16,8.325,23,1.11,1.33,4.45,0.4757,0.0953,0.4757,1.0467,1,green,7,21.8,3.11429,14.675,66.2,61.06,60.3,61.8,61.6975,NA,48.2,30.45,20.2,7.1667,-4.46,-3.3,NA,NA
374,N. Colorado,SGS,D,17,SGS17,SGS17D,DSGS17,7.366666667,23,tr,tr,tr,tr,0.2892,0,0.2892,1,green,20,65.8,3.29,15.09091,62.4,60.9,62.4,61.8,61.6975,NA,55.9667,38.85,28,9.0333,NA,NA,NA,NA
375,S. Colorado,CO,ND,1,CO01,CO1ND,NDCO1,25.1,10,5.2,3.16,8.38,0.3105,0.2274,0.3105,0.8484,1,green,21,73.5,3.5,10.43913,81.4,79.74,70.7,NA,63.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,S. Colorado,CO,ND,2,CO02,CO2ND,NDCO2,27.56,10,1.95,0.75,2.09,0.1458,0.0265,0.1458,0.3181,1,green,1,2.5,2.5,13.25,62.8,62.14,60.35,NA,32.385,NA,NA,NA,NA,NA,-0.46,-1.98,NA,NA
377,S. Colorado,CO,ND,3,CO03,CO3ND,NDCO3,27.725,10,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,7.8,7.8,7.6,NA,4.445,NA,NA,NA,NA,NA,NA,NA,NA,NA
